address	verdict	cases	compared	detail	name
0x00450d50	SKIP	0	0	reaches an import	??__Fg_UNUSED_SPRITE_VAR82@@YAXXZ
0x00450d60	SKIP	0	0	calls a body the lift does not have	??__Eg_UNUSED_SPRITE_VAR83@@YAXXZ
0x00450d80	SKIP	0	0	reaches an import	??__Fg_UNUSED_SPRITE_VAR83@@YAXXZ
0x00450d90	SKIP	0	0	uses fs: (SEH chain is not in the image)	??__Eg_BASEWIN_SPRITES@@YAXXZ
0x00450dc0	SKIP	0	0	uses fs: (SEH chain is not in the image)	??__Fg_BASEWIN_SPRITES@@YAXXZ
0x00450de0	SKIP	0	0	reaches an import	sub_450de0
0x00450e30	SKIP	0	0	reaches an import	sub_450e30
0x00450e80	SKIP	0	0	reaches an import	sub_450e80
0x00450ed0	SKIP	0	0	reaches an import	sub_450ed0
0x00450f30	SKIP	0	0	reaches an import	sub_450f30
0x00450f90	SKIP	0	0	reaches an import	sub_450f90
0x00450fb0	SKIP	0	0	reaches an import	sub_450fb0
0x00451030	SKIP	0	0	reaches an import	?load_voxels@@YAXXZ
0x00451a10	SKIP	0	0	reaches an import	?load_palette@@YAXXZ
0x00451c50	SKIP	0	0	reaches an import	?load_terrain@@YAXXZ
0x00453710	SKIP	0	0	reaches an import	?load_faction_art@@YAXH@Z
0x00453a20	PASS	16	16		?load_bases@@YAXXZ
0x00453a70	SKIP	0	0	reaches an import	?load_box_sprites@@YAXXZ
0x00453f70	SKIP	0	0	reaches an import	?load_flags@@YAXXZ
0x00454270	SKIP	0	0	reaches an import	?load_vehicles@@YAXXZ
0x004547e0	SKIP	0	0	reaches an import	?load_icons@@YAXXZ
0x00454d10	SKIP	0	0	reaches an import	?load_misc@@YAXXZ
0x00454fc0	SKIP	0	0	reaches an import	?load_cursors@@YAXXZ
0x00455400	SKIP	0	0	reaches an import	?load_cycling@@YAXXZ
0x004554c0	SKIP	0	0	reaches an import	?def_caption_draw@@YAHPAUGraphicWin@@PADPAUBuffer@@@Z
0x00455610	SKIP	0	0	reaches an import	?load_interface@@YAXH@Z
0x00455e50	SKIP	0	0	reaches an import	?load_deswin_sprites@@YAXXZ
0x00455e80	SKIP	0	0	reaches an import	?load_fixed_sprites@@YAXXZ
0x00455eb0	SKIP	0	0	reaches an import	?load_sprites@@YAXXZ
0x00455f10	SKIP	0	0	reaches an import	??0FactionArt@@QAE@XZ
0x00456010	SKIP	0	0	reaches an import	??1FactionArt@@QAE@XZ
0x00456100	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0000000000 after 0 steps	??1CaviarData@@QAE@XZ
0x00456110	SKIP	0	0	reaches an import	??1Gamma@@QAE@XZ
0x00456280	SKIP	0	0	reaches an import	??_GGamma@@UAEPAXI@Z
0x004562b0	SKIP	0	0	reaches an import	??3Gamma@@SAXPAXI@Z
0x004562c0	SKIP	0	0	reaches an import	??__Eg_INFOWIN@@YAXXZ
0x004562e0	SKIP	0	0	reaches an import	??__Fg_INFOWIN@@YAXXZ
0x004562f0	PASS	16	16		?UNK1@InfoWin@@QAEXXZ
0x00456300	SKIP	0	0	reaches an import	?setup_text@InfoWin@@QAEXXZ
0x00458420	SKIP	0	0	reaches an import	?draw_text@InfoWin@@QAEXH@Z
0x004588b0	SKIP	0	0	reaches an import	?UNK2@InfoWin@@QAEXXZ
0x00458900	PASS	16	16		?change@InfoWin@@QAEXH@Z
0x00458910	PASS	16	16		?on_redraw@InfoWin@@QAEXXZ
0x00458920	PASS	16	16		?UNK3@InfoWin@@QAEXHH@Z
0x00458930	SKIP	0	0	reaches an import	?on_left_click@InfoWin@@QAEXHH@Z
0x004589c0	SKIP	0	0	reaches an import	?right_menu@InfoWin@@QAEXHH@Z
0x00458d40	SKIP	0	0	reaches an import	?on_right_click@InfoWin@@QAEXHH@Z
0x00458d60	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0x00458d87 after 0 steps	?UNK4@InfoWin@@QAEXXZ
0x00458dc0	PASS	16	16		?state_valid@InfoWin@@QAEHH@Z
0x00458f10	SKIP	0	0	reaches an import	?set_state@InfoWin@@QAEXHH@Z
0x00458ff0	SKIP	0	0	reaches an import	?timer_change@InfoWin@@QAEXH@Z
0x00459150	SKIP	0	0	reaches an import	?timer_proc@InfoWin@@QAEXH@Z
0x00459260	SKIP	0	0	reaches an import	?timer_daemon@InfoWin@@QAAXH@Z
0x00459280	SKIP	0	0	reaches an import	?reset@InfoWin@@QAEXXZ
0x004592a0	SKIP	0	0	reaches an import	?init@InfoWin@@QAEXXZ
0x00459420	SKIP	0	0	reaches an import	?UNK5@InfoWin@@QAEXHHHHH@Z
0x004594a0	SKIP	0	0	reaches an import	??1InfoWin@@QAE@XZ
0x00459500	SKIP	0	0	reaches an import	??0InfoWin@@QAE@XZ
0x00459560	SKIP	0	0	reaches an import	??__Eg_MAININTERFACE@@YAXXZ
0x00459580	SKIP	0	0	reaches an import	??__Fg_MAININTERFACE@@YAXXZ
0x00459590	SKIP	0	0	uses fs: (SEH chain is not in the image)	??__Eg_MAININTERFACE_WAVE@@YAXXZ
0x004595b0	SKIP	0	0	reaches an import	??__Fg_MAININTERFACE_WAVE@@YAXXZ
0x004595c0	SKIP	0	0	reaches an import	?bung_momma@@YAXXZ
0x00459680	SKIP	0	0	reaches an import	?init@MainInterface@@QAEHH@Z
0x0045b550	SKIP	0	0	reaches an import	?draw_edit_pane@MainInterface@@QAEXXZ
0x0045bc50	SKIP	0	0	reaches an import	?on_redraw@MainInterface@@QAEXXZ
0x0045be80	SKIP	0	0	reaches an import	?set_date@MainInterface@@QAEXPAD@Z
0x0045c0b0	SKIP	0	0	reaches an import	?chat@MainInterface@@QAEXPADH@Z
0x0045c0f0	SKIP	0	0	reaches an import	?set_message@MainInterface@@QAEXPADHHHH@Z
0x0045c170	PASS	16	16		?clear_message@MainInterface@@QAEXXZ
0x0045c180	SKIP	0	0	reaches an import	?timer_callback_daemon@MainInterface@@QAEXH@Z
0x0045c200	SKIP	0	0	reaches an import	?timer_callback_daemon@MainInterface@@QAAXHH@Z
0x0045c280	PASS	16	16		?UNK1@MainInterface@@QAEXH@Z
0x0045c290	SKIP	0	0	reaches an import	?restore_back@MainInterface@@QAEXH@Z
0x0045c3a0	SKIP	0	0	reaches an import	?redraw_complete@MainInterface@@QAEXXZ
0x0045c5b0	PASS	16	16		?UNK2@MainInterface@@QAEXXZ
0x0045c5c0	PASS	16	16		?on_scrolling@MainInterface@@QAEXHH@Z
0x0045c600	PASS	16	16		?on_scrolled@MainInterface@@QAEXHH@Z
0x0045c640	PASS	16	16		?on_left_double_click@MainInterface@@QAEXHH@Z
0x0045c680	PASS	16	16		?on_right_double_click@MainInterface@@QAEXHH@Z
0x0045c6c0	PASS	16	16		?on_left_up@MainInterface@@QAEXHH@Z
0x0045c700	PASS	16	16		?on_left_click@MainInterface@@QAEXHH@Z
0x0045c740	PASS	16	16		?on_right_click@MainInterface@@QAEXHH@Z
0x0045c780	PASS	16	16		?on_left_down@MainInterface@@QAEXHH@Z
0x0045c7c0	PASS	16	16		?on_right_down@MainInterface@@QAEXHH@Z
0x0045c800	PASS	16	16		?on_button_clicked@MainInterface@@QAEXH@Z
0x0045c830	PASS	16	16		?on_button_pressed@MainInterface@@QAEHH@Z
0x0045c870	PASS	16	16		?on_button_toggled@MainInterface@@QAEXHH@Z
0x0045c8b0	PASS	16	16		?on_dialog_back_draw@MainInterface@@QAEHPAUGraphicWin@@@Z
0x0045c8f0	PASS	16	16		?on_dialog_item_back_draw@MainInterface@@QAEHPAUGraphicWin@@HHPAURECT@@@Z
0x0045c940	PASS	16	16		?on_group_clicked@MainInterface@@QAEXHHH@Z
0x0045c980	PASS	16	16		?on_mouse_move@MainInterface@@QAEXHH@Z
0x0045c9c0	PASS	16	16		?on_mouse_leave@MainInterface@@QAEXHH@Z
0x0045ca00	PASS	16	16		?on_selected@MainInterface@@QAEXHH@Z
0x0045ca40	SKIP	0	0	reaches an import	?on_status@MainInterface@@QAEXH@Z
0x0045cc80	PASS	16	16		?on_iface_scrolled@MainInterface@@QAEXHH@Z
0x0045cc90	PASS	16	16		?on_iface_scrolling@MainInterface@@QAEXHH@Z
0x0045cca0	PASS	16	16		?on_iface_button_toggled@MainInterface@@QAEXHH@Z
0x0045ccb0	SKIP	0	0	reaches an import	?on_iface_group_clicked@MainInterface@@QAEXHHH@Z
0x0045cd80	SKIP	0	0	reaches an import	?on_iface_left_double_click@MainInterface@@QAEXHH@Z
0x0045cdb0	PASS	16	16		?on_iface_right_double_click@MainInterface@@QAEXHH@Z
0x0045cdc0	SKIP	0	0	reaches an import	?on_iface_left_click@MainInterface@@QAEXHH@Z
0x0045ce80	SKIP	0	0	reaches an import	?on_iface_right_click@MainInterface@@QAEXHH@Z
0x0045cf40	SKIP	0	0	reaches an import	?on_iface_left_down@MainInterface@@QAEXHH@Z
0x0045cf80	SKIP	0	0	reaches an import	?on_iface_right_down@MainInterface@@QAEXHH@Z
0x0045d000	SKIP	0	0	reaches an import	?on_iface_mouse_move@MainInterface@@QAEXHH@Z
0x0045d110	SKIP	0	0	reaches an import	?on_iface_mouse_leave@MainInterface@@QAEXHH@Z
0x0045d140	SKIP	0	0	reaches an import	?on_iface_selected@MainInterface@@QAEXHH@Z
0x0045d160	PASS	16	16		?on_iface_button_pressed@MainInterface@@QAEHH@Z
0x0045d170	SKIP	0	0	reaches an import	?on_iface_button_clicked@MainInterface@@QAEXH@Z
0x0045d2a0	SKIP	0	0	reaches an import	?set_alert@MainInterface@@QAEXH@Z
0x0045d2e0	PASS	16	16		?delete_iface_mode@SubInterface@@QAEXXZ
0x0045d310	SKIP	0	0	reaches an import	?set_iface_mode@SubInterface@@QAEXXZ
0x0045d380	SKIP	0	0	reaches an import	?release_iface_mode@SubInterface@@QAEXXZ
0x0045d440	SKIP	0	0	reaches an import	?slide_show@@YAXPAUGraphicWin@@H@Z
0x0045d970	SKIP	0	0	reaches an import	?slide_hide@@YAXPAUGraphicWin@@H@Z
0x0045dea0	SKIP	0	0	reaches an import	?scroll_show@@YAXPAUGraphicWin@@PAUScroll@@@Z
0x0045e540	SKIP	0	0	reaches an import	?scroll_hide@@YAXPAUGraphicWin@@PAUScroll@@@Z
0x0045eb60	PASS	16	16		?UNK3@MainInterface@@QAEXXZ
0x0045eb70	PASS	16	16		?UNK4@MainInterface@@QAEXXZ
0x0045eb80	SKIP	0	0	reaches an import	??1MainInterface@@QAE@XZ
0x0045ef10	SKIP	0	0	reaches an import	??0MainInterface@@QAE@XZ
0x0045f1c0	SKIP	0	0	reaches an import	??_GMainInterface@@UAEPAXI@Z
0x0045f1f0	SKIP	0	0	reaches an import	??3MainInterface@@SAXPAXI@Z
0x0045f200	SKIP	0	0	reaches an import	??0Interlude@@QAE@XZ
0x0045f2e0	SKIP	0	0	reaches an import	?exec@Interlude@@QAEXPAD@Z
0x0045f5c0	SKIP	0	0	reaches an import	?on_redraw@Interlude@@QAEHXZ
0x0045f640	SKIP	0	0	reaches an import	?close@Interlude@@QAEXXZ
0x0045f6f0	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0x00000048 after 0 steps	?on_key_down@Interlude@@QAEXH@Z
0x0045f700	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0000000000 after 0 steps	?on_left_down@Interlude@@QAEXHH@Z
0x0045f710	SKIP	0	0	reaches an import	??_GInterlude@@UAEPAXI@Z
0x0045f740	SKIP	0	0	reaches an import	??1Interlude@@QAE@XZ
0x0045f910	SKIP	0	0	reaches an import	??3Interlude@@SAXPAXI@Z
0x0045f920	SKIP	0	0	calls a body the lift does not have	??__Eg_JACKAL_FONT@@YAXXZ
0x0045f940	SKIP	0	0	reaches an import	??__Fg_JACKAL_FONT@@YAXXZ
0x0045f950	SKIP	0	0	reaches an import	_WinMain@16
0x0045fb20	SKIP	0	0	reaches an import	?menu_init@MainMenu@@QAEHXZ
0x00460dd0	SKIP	0	0	reaches an import	?check@MainMenu@@QAEXH@Z
0x00462080	SKIP	0	0	reaches an import	??__Eg_MAPWIN@@YAXXZ
0x004620a0	SKIP	0	0	reaches an import	??__Fg_MAPWIN@@YAXXZ
0x004620c0	PASS	16	16		sub_4620c0
0x00462190	PASS	16	16		?alt_get_ocean_detail@@YAHHHHH@Z
0x004626e0	SKIP	0	0	reaches an import	??0MapWin@@QAE@H@Z
0x00462870	SKIP	0	0	reaches an import	?clear@MapWin@@QAEXH@Z
0x00462960	PASS	16	16		?UNK1@MapWin@@QAEHXZ
0x00462970	PASS	16	16		?UNK2@MapWin@@QAEHXZ
0x00462980	SKIP	0	0	reaches an import	?calculate_dimensions@MapWin@@QAEXXZ
0x00462f00	PASS	16	4		?tile_to_pixel@MapWin@@QAEXHHPAHPAH@Z
0x00463040	PASS	16	4		?pixel_to_tile@MapWin@@QAEHHHPAHPAH@Z
0x004632d0	SKIP	0	0	reaches an import	?gen_terrain_poly@MapWin@@QAAHPAUBuffer@@PAUMapWin@@HHHHHHHH@Z
0x00466ca0	SKIP	0	0	reaches an import	?draw_vehicles@MapWin@@QAEXHHHHH@Z
0x00467190	SKIP	0	0	reaches an import	?draw_bases@MapWin@@QAEXHHHHH@Z
0x004672c0	SKIP	0	0	reaches an import	?direct_dest_line@MapWin@@QAEXHHHHHHHH@Z
0x00467430	SKIP	0	0	reaches an import	?dest_line@MapWin@@QAEXHHHHHHHHHHH@Z
0x00467960	PASS	16	16		?UNK3@MapWin@@QAEXXZ
0x00467970	SKIP	0	0	reaches an import	?draw_base_dest@MapWin@@QAEXH@Z
0x00467de0	SKIP	0	0	reaches an import	?draw_base_names@MapWin@@QAEXXZ
0x004688e0	SKIP	0	0	reaches an import	?gen_overlays@MapWin@@QAEXHH@Z
0x00468c20	SKIP	0	0	reaches an import	?gen_tile@MapWin@@QAEXHHHH@Z
0x00468cd0	SKIP	0	0	reaches an import	?compute_clip@MapWin@@QAEHHHHPAURECT@@@Z
0x00468f90	SKIP	0	0	reaches an import	?draw_vehicles@MapWin@@QAEXHHHH@Z
0x00469190	SKIP	0	0	reaches an import	?gen_radius@MapWin@@QAEXHHHHH@Z
0x00469720	SKIP	0	0	reaches an import	?draw_legend@MapWin@@QAEXXZ
0x004698d0	SKIP	0	0	reaches an import	?draw_wars@MapWin@@QAEXXZ
0x00469b40	SKIP	0	0	reaches an import	?gen_bases_only@MapWin@@QAEXXZ
0x00469ca0	SKIP	0	0	reaches an import	?gen_map@MapWin@@QAEXHH@Z
0x0046a2a0	SKIP	0	0	reaches an import	?draw_radius@MapWin@@QAEXHHHH@Z
0x0046a4a0	SKIP	0	0	reaches an import	?draw_tile@MapWin@@QAEXHHH@Z
0x0046a530	SKIP	0	0	reaches an import	?draw_radius@MapWin@@QAEXHHH@Z
0x0046a550	SKIP	0	0	reaches an import	?draw_map@MapWin@@QAEXH@Z
0x0046ad60	SKIP	0	0	reaches an import	?draw_cursor@MapWin@@QAEXXZ
0x0046ae00	SKIP	0	0	reaches an import	?draw_cursor@@YAXXZ
0x0046aef0	SKIP	0	0	reaches an import	?draw_radius@@YAXHHHH@Z
0x0046af40	SKIP	0	0	reaches an import	?draw_tile@@YAXHHH@Z
0x0046af90	SKIP	0	0	reaches an import	?draw_tile_fixup@@YAXHHHH@Z
0x0046b040	SKIP	0	0	reaches an import	?draw_tile_fixup@@YAXHHHHHH@Z
0x0046b140	SKIP	0	0	reaches an import	?draw_tiles@@YAXHHH@Z
0x0046b190	SKIP	0	0	reaches an import	?draw_map@@YAXH@Z
0x0046b1d0	SKIP	0	0	reaches an import	?on_redraw@MapWin@@QAEXXZ
0x0046b1f0	SKIP	0	0	reaches an import	?set_center@MapWin@@QAEXHHH@Z
0x0046b310	SKIP	0	0	reaches an import	?focus@MapWin@@QAEHHH@Z
0x0046b510	SKIP	0	0	reaches an import	?editor@MapWin@@QAEXHHH@Z
0x0046c020	SKIP	0	0	reaches an import	?UNK4@MapWin@@QAEXHH@Z
0x0046c0d0	SKIP	0	0	reaches an import	?right_menu@MapWin@@QAEXHHHH@Z
0x0046d5d0	SKIP	0	0	reaches an import	?click@MapWin@@QAEXHHH@Z
0x0046eb90	SKIP	0	0	reaches an import	?on_lose_mouse_capture@MapWin@@QAEXXZ
0x0046eba0	SKIP	0	0	reaches an import	?on_left_click@MapWin@@QAEXHH@Z
0x0046ebd0	PASS	16	16		?on_left_double_click@MapWin@@QAEXHH@Z
0x0046ebe0	SKIP	0	0	reaches an import	?on_right_click@MapWin@@QAEXHH@Z
0x0046ec10	SKIP	0	0	reaches an import	?on_right_down@MapWin@@QAEXHH@Z
0x0046ed30	SKIP	0	0	reaches an import	?on_left_down@MapWin@@QAEXHH@Z
0x0046eff0	PASS	16	16		?on_left_up@MapWin@@QAEXHH@Z
0x0046f000	SKIP	0	0	reaches an import	?on_mouse_move@MapWin@@QAEXHH@Z
0x0046f660	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0x0046f690 after 0 steps	?on_nc_hittest@MapWin@@QAEXHH@Z
0x0046f700	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0x0046f730 after 0 steps	?on_nc_left_down@MapWin@@QAEXHH@Z
0x0046f880	SKIP	0	0	reaches an import	?on_sys_close@MapWin@@QAEXXZ
0x0046f8c0	SKIP	0	0	reaches an import	?on_button_clicked@MapWin@@QAEXH@Z
0x0046fa00	PASS	16	15	passed on the seeds that could be judged; 1 case(s) thrown out - the original read the unmodellable top 64 KiB	?on_resize@MapWin@@QAEXHH@Z
0x0046fa20	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0x0046fabc after 0 steps	?UNK5@MapWin@@QAEXH@Z
0x0046fb10	SKIP	0	0	reaches an import	?main_caption@MapWin@@QAEXXZ
0x0046fb20	SKIP	0	0	reaches an import	?standard_caption@MapWin@@QAEXXZ
0x0046fb80	PASS	16	16		?do_image_buttons@MapWin@@QAEXXZ
0x0046fb90	PASS	16	5		?clear_alt@MapWin@@QAEXHHH@Z
0x0046fc30	PASS	16	16		?clear_alt@MapWin@@QAEXXZ
0x0046fc80	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0x0046fcc5 after 0 steps	?UNK6@MapWin@@QAEXHHH@Z
0x0046fce0	PASS	16	12		?UNK7@MapWin@@QAEXXZ
0x0046fd20	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0x0046fd66 after 0 steps	?UNK8@MapWin@@QAEXHHH@Z
0x0046fd90	PASS	16	16		?clear_terrain@MapWin@@QAEXXZ
0x0046fe00	PASS	16	4	passed on the seeds that could be judged; 1 case(s) thrown out - the original read the unmodellable top 64 KiB	?get_relative_alt@MapWin@@QAEHHHH@Z
0x0046fe70	PASS	16	16		?get_alt@MapWin@@QAEHHHH@Z
0x00470420	PASS	16	16		?compute_lighting_table@MapWin@@QAEXXZ
0x00470550	PASS	16	16		?get_brighting@MapWin@@QAEHHHH@Z
0x00470790	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0x004707bf after 0 steps	?get_point_light@MapWin@@QAEHHHH@Z
0x00470920	SKIP	0	0	reaches an import	?init@MapWin@@QAEXPAURECT@@PADH@Z
0x00470a90	SKIP	0	0	reaches an import	?init@MapWin@@QAEXHH@Z
0x00470ed0	SKIP	0	0	reaches an import	?init_dummy@MapWin@@QAEXXZ
0x00470f70	SKIP	0	0	reaches an import	?close@MapWin@@QAEXXZ
0x00470fa0	SKIP	0	0	reaches an import	sub_470fa0
0x00471030	SKIP	0	0	reaches an import	?mapwin_system_init@@YAXH@Z
0x004710e0	SKIP	0	0	reaches an import	?mapwin_system_shutdown@@YAXXZ
0x00471160	PASS	16	16		mapwin_nullsub1
0x00471170	PASS	16	16		mapwin_nullsub2
0x00471180	PASS	16	16		mapwin_nullsub3
0x00471190	PASS	16	16		mapwin_nullsub4
0x004711a0	SKIP	0	0	reaches an import	?terrain_fixup@@YAXPAUMapWin@@@Z
0x00471240	SKIP	0	0	reaches an import	?mapwin_terrain_fixup@@YAXXZ
0x004712a0	PASS	16	16		?on_map@@YAHHH@Z
0x004712d0	SKIP	0	0	reaches an import	mapwin_unk1
0x00471320	SKIP	0	0	reaches an import	??__Eg_MESSAGEWIN@@YAXXZ
0x00471340	SKIP	0	0	reaches an import	??__Fg_MESSAGEWIN@@YAXXZ
0x00471350	SKIP	0	0	uses fs: (SEH chain is not in the image)	??__Eg_IFACE_GREEN_RIGHT_ARROW_SPRITE@@YAXXZ
0x00471380	SKIP	0	0	uses fs: (SEH chain is not in the image)	??__Fg_IFACE_GREEN_RIGHT_ARROW_SPRITE@@YAXXZ
0x004713a0	PASS	16	16		?UNK1@MessageWin@@QAEXHHHHH@Z
0x004713b0	SKIP	0	0	reaches an import	?add_base@MessageWin@@QAEXHPADPAUSprite@@@Z
0x00471470	SKIP	0	0	reaches an import	?UNK2@MessageWin@@QAEHHPADH@Z
0x004714d0	SKIP	0	0	reaches an import	?UNK3@MessageWin@@QAEHHHPAD@Z
0x00471530	SKIP	0	0	reaches an import	?add_message@MessageWin@@QAEXPADH@Z
0x004717a0	PASS	16	1		?clear@MessageWin@@QAEXXZ
0x00471870	SKIP	0	0	reaches an import	?listbox_draw@MessageWin@@QAAHPAUGraphicWin@@HHHHH@Z
0x004718c0	SKIP	0	0	reaches an import	?on_selected@MessageWin@@QAEXHH@Z
0x00471d40	PASS	16	16		?UNK4@MessageWin@@QAEXH@Z
0x00471d50	SKIP	0	0	reaches an import	?init@MessageWin@@QAEXXZ
0x00471f70	SKIP	0	0	reaches an import	?listbox_fill@MessageWin@@QAAHPAUGraphicWin@@HHPAURECT@@@Z
0x00471fd0	PASS	16	6		?listbox_write@MessageWin@@QAAHPAUGraphicWin@@HHPAURECT@@PAD@Z
0x00472020	SKIP	0	0	reaches an import	??1MessageWin@@QAE@XZ
0x00472190	SKIP	0	0	reaches an import	??0MessageWin@@QAE@XZ
0x00472200	SKIP	0	0	reaches an import	??__Eg_MONUWIN@@YAXXZ
0x00472220	SKIP	0	0	reaches an import	??__Fg_MONUWIN@@YAXXZ
0x00472230	SKIP	0	0	reaches an import	?init@MonuWin@@QAEHXZ
0x004736e0	SKIP	0	0	reaches an import	?on_redraw@MonuWin@@QAEXXZ
0x00476760	SKIP	0	0	reaches an import	?close@MonuWin@@QAEXXZ
0x00476780	INCONCLUSIVE-original-fault	16	0	INCONCLUSIVE-original-fault code 0xc0000005 at 0x00000020 after 0 steps	?on_left_click@MonuWin@@QAEXHH@Z
0x00476850	SKIP	0	0	reaches an import	?on_mouse_move@MonuWin@@QAEXHH@Z
0x004769b0	SKIP	0	0	reaches an import	?on_button_clicked@MonuWin@@QAEXH@Z
0x00476a00	SKIP	0	0	reaches an import	?on_key_click@MonuWin@@QAEHHH@Z
0x00476a50	SKIP	0	0	reaches an import	?monument@@YAXH@Z
0x00476b30	PASS	16	16		?clear_monuments@@YAXXZ
0x00476b70	SKIP	0	0	reaches an import	?mon_colony_founded@@YAXHPAD@Z
0x00476c90	SKIP	0	0	reaches an import	?mon_tech_discovered@@YAXHH@Z
0x00476da0	SKIP	0	0	reaches an import	?mon_secrets_of_tech@@YAXH@Z
0x00476ee0	SKIP	0	0	reaches an import	?mon_prototype_built@@YAXH@Z
0x00476fe0	SKIP	0	0	reaches an import	?mon_facility_built@@YAXHPAD@Z
0x00477100	SKIP	0	0	reaches an import	?mon_secret_project@@YAXHH@Z
0x00477210	SKIP	0	0	reaches an import	?mon_enemy_destroyed@@YAXHH@Z
0x00477320	SKIP	0	0	reaches an import	?mon_conquer_base@@YAXHPAD@Z
0x00477440	SKIP	0	0	reaches an import	?mon_naval_unit_built@@YAXH@Z
0x00477540	SKIP	0	0	reaches an import	?mon_air_unit_built@@YAXH@Z
0x00477640	SKIP	0	0	reaches an import	?mon_native_life_bred@@YAXH@Z
0x00477740	SKIP	0	0	reaches an import	?mon_first_in_space@@YAXH@Z
0x00477840	SKIP	0	0	reaches an import	?mon_built_preserve@@YAXH@Z
0x00477940	SKIP	0	0	reaches an import	?mon_winning_unify@@YAXHH@Z
0x004779d0	SKIP	0	0	reaches an import	?mon_winning_trans@@YAXHH@Z
0x00477a60	SKIP	0	0	reaches an import	?mon_killed_faction@@YAXHH@Z
0x00477b10	SKIP	0	0	reaches an import	??1MonuWin@@QAE@XZ
0x00477c80	SKIP	0	0	reaches an import	??0MonuWin@@QAE@XZ
0x00477dd0	SKIP	0	0	reaches an import	??_GMonuWin@@UAEPAXI@Z
0x00477e00	SKIP	0	0	reaches an import	??3MonuWin@@SAXPAXI@Z
0x00477e10	SKIP	0	0	reaches an import	??__Eg_MULTIWIN@@YAXXZ
0x00477e30	SKIP	0	0	reaches an import	??__Fg_MULTIWIN@@YAXXZ
0x00477e40	SKIP	0	0	uses fs: (SEH chain is not in the image)	??__Eg_MULTIWIN_WAVE@@YAXXZ
0x00477e60	SKIP	0	0	reaches an import	??__Fg_MULTIWIN_WAVE@@YAXXZ
0x00477e70	SKIP	0	0	reaches an import	?on_mouse_move@MultiWin@@QAEXHH@Z
0x00477ee0	SKIP	0	0	reaches an import	?on_mouse_leave@MultiWin@@QAEXHH@Z
0x00477f00	SKIP	0	0	reaches an import	?on_button_clicked@MultiWin@@QAEXH@Z
0x00477f30	SKIP	0	0	reaches an import	?on_left_click@MultiWin@@QAEXHH@Z
0x00478150	SKIP	0	0	reaches an import	?on_right_click@MultiWin@@QAEXHH@Z
0x00478630	SKIP	0	0	reaches an import	?draw_player@MultiWin@@QAEXHHPAURECT@@@Z
0x00478be0	SKIP	0	0	reaches an import	?draw_time@MultiWin@@QAEXPAURECT@@H@Z
0x00479270	SKIP	0	0	reaches an import	?UNK1@MultiWin@@QAEXPAURECT@@@Z
0x00479330	SKIP	0	0	reaches an import	?draw@MultiWin@@QAEXH@Z
0x004798f0	SKIP	0	0	reaches an import	?on_redraw@MultiWin@@QAEXXZ
0x00479900	PASS	16	12		?UNK2@MultiWin@@QAEXXZ
0x00479970	SKIP	0	0	reaches an import	?show@MultiWin@@QAEXXZ
0x00479c00	SKIP	0	0	reaches an import	?hide@MultiWin@@QAEXXZ
0x00479f90	SKIP	0	0	reaches an import	?init@MultiWin@@QAEXXZ
0x0047a430	SKIP	0	0	reaches an import	??1MultiWin@@QAE@XZ
0x0047a590	SKIP	0	0	reaches an import	??0MultiWin@@QAE@XZ
0x0047a6c0	SKIP	0	0	reaches an import	??_GMultiWin@@UAEPAXI@Z
0x0047a6f0	PASS	16	6		?UNK3@MultiWin@@QAEHHHPAURECT@@@Z
0x0047a720	SKIP	0	0	reaches an import	?UNK4@MultiWin@@QAEHPADPAURECT@@@Z
0x0047a760	SKIP	0	0	reaches an import	??3MultiWin@@SAXPAXI@Z
0x0047a770	SKIP	0	0	reaches an import	??__Eg_NETMSG1@@YAXXZ
0x0047a790	SKIP	0	0	reaches an import	??__Fg_NETMSG1@@YAXXZ
0x0047a7a0	SKIP	0	0	reaches an import	??__Eg_NETMSG2@@YAXXZ
0x0047a7c0	SKIP	0	0	reaches an import	??__Fg_NETMSG2@@YAXXZ
0x0047a7d0	SKIP	0	0	reaches an import	?close@NetMsg@@QAEXXZ
0x0047a800	SKIP	0	0	reaches an import	?timer_daemon@NetMsg@@QAAXH@Z
0x0047a860	SKIP	0	0	reaches an import	?on_button_clicked@NetMsg@@QAEXH@Z
0x0047a890	SKIP	0	0	reaches an import	?pop@NetMsg@@QAEXPBDHHPBD@Z
