file,line,address,class,tier,operand,offset,width,resolution,member,member_offset,member_size,commented_offset,receiver_is_subobject,confidence,evidence
src/radiobutton.cpp,52,0x0060D1B0,RadioButton,NO_COMPILE,self,,const int32_t *const *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/radiobutton.cpp,57,0x0060D1B0,RadioButton,NO_COMPILE,self,,Dialog *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/radiobutton.cpp,58,0x0060D1B0,RadioButton,NO_COMPILE,self,,GraphicWin *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/radiobutton.cpp,80,0x0060D1B0,RadioButton,NO_COMPILE,this,-0x18,char *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/radiobutton.cpp,82,0x0060D1B0,RadioButton,NO_COMPILE,this,-0x18,char *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/radiobutton.cpp,113,0x0060D1B0,RadioButton,NO_COMPILE,this,0xd8,char *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/radiobutton.cpp,116,0x0060D1B0,RadioButton,NO_COMPILE,this,-0x18,char *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/radiobutton.cpp,119,0x0060D1B0,RadioButton,NO_COMPILE,this,-0x18,char *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/radiobutton.cpp,122,0x0060D1B0,RadioButton,NO_COMPILE,this,-0x18,char *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/reportif.cpp,261,,,,this,,uint8_t *,outside-any-catalogued-body,,,,,,derived,no `Original Offset:` precedes this line
src/reportif.cpp,299,0x004A9020,ReportIf,MNEMONIC_ONLY,this,,uint8_t *,alias-binding,,,,,,proved,binds the alias later offsets are measured from; carries no displacement itself
src/reportif.cpp,323,0x004A9020,ReportIf,MNEMONIC_ONLY,this,,SubInterface *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/scroll.cpp,168,0x00605370,Scroll,NO_COMPILE,this,,volatile uint32_t *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/scroll.cpp,208,0x00605370,Scroll,NO_COMPILE,this,0xaac,uint8_t *,exact-member-typeable,flat_button_left_,0xaac,2892,,,derived,
src/scroll.cpp,209,0x00605370,Scroll,NO_COMPILE,this,0x15f8,uint8_t *,exact-member-typeable,flat_button_right_,0x15f8,2892,,,derived,
src/scroll.cpp,713,0x00606C50,Scroll,NO_COMPILE,this,0xa4c,uint8_t *,exact-member-typeable,thumb_rect_,0xa4c,16,,,derived,
src/scroll.cpp,998,0x00406E60,Scroll,MISMATCH,this,,volatile uint32_t *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/setupwin.cpp,97,,,,this,,const uint8_t *,outside-any-catalogued-body,,,,,,derived,no `Original Offset:` precedes this line
src/setupwin.cpp,135,,,,this,,const uint8_t *,outside-any-catalogued-body,,,,,,derived,no `Original Offset:` precedes this line
src/socialwin.cpp,285,0x004B2430,SocialWin,NO_COMPILE,this,,Win *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/socialwin.cpp,303,0x004B2430,SocialWin,NO_COMPILE,this,,Win *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/sound.cpp,63,0x004C6600,,NO_COMPILE,this,,uint8_t **,vtable-load,,,,,,proved,loads the vtable pointer at offset 0; the original installs its own vtables by hand
src/sound.cpp,67,0x004C6600,,NO_COMPILE,this,,uint8_t **,vtable-load,,,,,,proved,loads the vtable pointer at offset 0; the original installs its own vtables by hand
src/sound.cpp,408,0x004C6640,Sound,NO_COMPILE,this,0x3c,uint8_t *,exact-member-typeable,device_,0x3c,4,,,derived,
src/sound.cpp,537,0x004C6280,,NO_COMPILE,this,0x7c,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/sound.cpp,679,0x004C6660,,NO_COMPILE,this,0x54,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/sound.cpp,681,0x004C6660,,NO_COMPILE,this,0x28,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/sound.cpp,749,0x004C6440,,NO_COMPILE,this,0x80,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/sound.cpp,875,0x004C6370,Sound,MISMATCH,this,,Wave *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/sound.cpp,876,0x004C6370,Sound,MISMATCH,this,,Wave *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/sound.cpp,881,0x004C6370,Sound,MISMATCH,this,,Wave *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/sprite.cpp,46,0x005E37E0,Sprite,MISMATCH,this,,volatile uint32_t *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/sprite.cpp,59,0x005E37E0,Sprite,MISMATCH,this,0x8,uint8_t *,exact-member-typeable,cTransparentIndex_,0x8,1,,,derived,
src/sprite.cpp,84,0x005E3820,Sprite,NO_COMPILE,this,,volatile uint32_t *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/spritebox.cpp,103,0x00611600,SpriteBox,NO_COMPILE,this,,uint8_t *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/spritebox.cpp,104,0x00611600,SpriteBox,NO_COMPILE,self,0x2c,uint32_t *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/spritebox.cpp,105,0x00611600,SpriteBox,NO_COMPILE,self,0x30,uint32_t *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/spritebox.cpp,106,0x00611600,SpriteBox,NO_COMPILE,self,0x34,int32_t *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/spritebox.cpp,107,0x00611600,SpriteBox,NO_COMPILE,self,0x38,uint32_t *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/spritebox.cpp,151,0x00611600,SpriteBox,NO_COMPILE,this,,char *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/spritebox.cpp,152,0x00611600,,NO_COMPILE,this,0x8,char **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/spritebox.cpp,176,0x00611600,SpriteBox,NO_COMPILE,this,-0x8c,char *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/spritebox.cpp,179,0x00611600,SpriteBox,NO_COMPILE,this,-0x8c,char *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/spritebox.cpp,196,0x00611600,SpriteBox,NO_COMPILE,this,,char *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/spritebox.cpp,197,0x00611600,,NO_COMPILE,this,0x8,char **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/spritebox.cpp,214,0x00611600,SpriteBox,NO_COMPILE,this,,char *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/spritebox.cpp,215,0x00611600,,NO_COMPILE,this,0x8,char **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/spritebox.cpp,246,0x00611600,SpriteBox,NO_COMPILE,this,,char *,receiver-is-subobject,,,,,1,proved,a negative offset in this body proves `this` is not the declared class
src/spritebox.cpp,247,0x00611600,,NO_COMPILE,this,0x8,char **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/stringbox.cpp,73,0x00629710,StringBox,MISMATCH,this,,char *,alias-binding,,,,,,proved,binds the alias later offsets are measured from; carries no displacement itself
src/stringbox.cpp,74,0x00629710,StringBox,MISMATCH,self,0xa1c,int *,exact-member-typeable,field_A1C_,0xa1c,4,0xa1c,,derived,
src/stringbox.cpp,75,0x00629710,StringBox,MISMATCH,this,,VCall *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/stringstruct.cpp,202,0x00402970,,NO_COMPILE,this,,uint32_t **,vtable-load,,,,,,proved,loads the vtable pointer at offset 0; the original installs its own vtables by hand
src/stringstruct.cpp,246,0x00401060,StringStruct,NO_COMPILE,this,,uint8_t *,alias-binding,,,,,,proved,binds the alias later offsets are measured from; carries no displacement itself
src/stringstruct.cpp,341,0x00406820,,NO_COMPILE,this,,uint8_t *,unresolvable,,,,,,derived,sub_406820 scopes to no class
src/texture.cpp,124,0x00619690,Texture,NO_COMPILE,this,,volatile uint32_t *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/tutwin.cpp,486,0x004BA9F0,TutWin,MISMATCH,this,,char *,alias-binding,,,,,,proved,binds the alias later offsets are measured from; carries no displacement itself
src/tutwin.cpp,487,0x004BA9F0,TutWin,MISMATCH,self,0x53d4,VCall **,layout-unreadable,,,,,,hypothesis,"class_layouts cannot total this class, so no offset in it can be resolved"
src/wave.cpp,190,0x004C6EA0,,NO_COMPILE,this,,uint8_t **,vtable-load,,,,,,proved,loads the vtable pointer at offset 0; the original installs its own vtables by hand
src/wave.cpp,254,0x004C6DB0,,NO_COMPILE,this,,uint8_t **,vtable-load,,,,,,proved,loads the vtable pointer at offset 0; the original installs its own vtables by hand
src/wave.cpp,259,0x004C6DB0,,NO_COMPILE,this,,uint8_t **,vtable-load,,,,,,proved,loads the vtable pointer at offset 0; the original installs its own vtables by hand
src/wave.cpp,989,0x004C6920,,NO_COMPILE,this,0x40,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/wave.cpp,1007,0x004C6920,,NO_COMPILE,this,0x80,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/wave.cpp,1064,0x004C6CE0,,NO_COMPILE,this,0x58,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/wave.cpp,1144,0x004C6DF0,,NO_COMPILE,this,0x58,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/wave.cpp,1162,0x004C6DF0,,NO_COMPILE,this,0x7c,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/wave.cpp,1210,0x004C6BB0,,NO_COMPILE,this,0x70,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/wave.cpp,1216,0x004C6BB0,,NO_COMPILE,this,0x7c,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/wave.cpp,1263,0x004C6C20,,NO_COMPILE,this,0x58,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/wave.cpp,1426,0x004C69B0,,NO_COMPILE,this,0x70,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/wave.cpp,1432,0x004C69B0,,NO_COMPILE,this,0x7c,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/wave.cpp,1448,0x004C69B0,,NO_COMPILE,this,0x48,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/wave_device.cpp,531,0x004C5000,Wave_Device,NO_COMPILE,this,0x28,uint8_t *,inside-declared-member,groups_,0x24,384,0x24,,derived,
src/wave_device.cpp,1478,0x004C4F40,,NO_COMPILE,this,0x0,uint8_t **,vtable-load,,,,,,proved,loads the vtable pointer at offset 0; the original installs its own vtables by hand
src/wave_device.cpp,1487,0x004C4F40,,NO_COMPILE,this,0x4,uint8_t **,vtable-slot,,,,,,proved,"indexes the vtable, not the object; the offset is a slot"
src/win.cpp,47,0x005EB3D0,Win,NO_COMPILE,this,,volatile uint32_t *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/win.cpp,58,0x005EB3D0,Win,NO_COMPILE,this,,uintptr_t,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/win.cpp,563,0x005F2CA0,Win,NO_COMPILE,this,,uintptr_t,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/win.cpp,1217,0x005ECE80,Win,MISMATCH,this,0x3fc,uint8_t *,exact-member-typeable,child_count_,0x3fc,4,,,derived,
src/win.cpp,1218,0x005ECE80,Win,MISMATCH,this,0x1a4,uint8_t *,exact-member-typeable,children_,0x1a4,600,,,derived,
src/worldwin.cpp,125,0x004C3E70,WorldWin,MNEMONIC_ONLY,this,,VCall *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/worldwin.cpp,126,0x004C3E70,WorldWin,MNEMONIC_ONLY,this,,GraphicWin *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/worldwin.cpp,143,0x004C3E70,WorldWin,MNEMONIC_ONLY,this,,VCall *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/worldwin.cpp,144,0x004C3E70,WorldWin,MNEMONIC_ONLY,this,,GraphicWin *,whole-object-cast,,,,,,proved,"reinterprets the whole object, no displacement - a base or sub-object view, not a member access"
src/worldwin.cpp,161,0x004C3E70,WorldWin,MNEMONIC_ONLY,this,,char *,alias-binding,,,,,,proved,binds the alias later offsets are measured from; carries no displacement itself
src/worldwin.cpp,162,0x004C3E70,WorldWin,MNEMONIC_ONLY,self,,VCall *,unresolvable,,,,,,derived,alias used with no constant displacement
src/worldwin.cpp,163,0x004C3E70,WorldWin,MNEMONIC_ONLY,self,,GraphicWin *,unresolvable,,,,,,derived,alias used with no constant displacement
